DATE,ADVANCE,DECLINE,UP VOL,DN VOL,DJIA,NYSE,TREND,TREND,A-D,SUMMATION,OSC UNCH'D,OSC TO 0,UV-DV,TREND,TREND,UV-DV,SUMMATION,OSC UNCH'D,OSC TO 0,10%,5%,PRICE,UNCHANGED
24-Apr-19,1455,1449,1375354,1988453,26597.05,6,247.84,273.05,-25.21,3957.39,223,727,-613099,181809,217972,-36163,2505194,145646,868912,26312.44,26037.4,275.04,26587.48
25-Apr-19,1044,1865,1096574,2262642,26462.08,-821,140.96,218.35,-77.39,3880,64,1611,-1166068,47021,148770,-101749,2403445,-54728,1980253,26327.4,26058.63,268.77,26596.17
26-Apr-19,1972,953,2260514,916565,26543.33,1019,228.76,258.38,-29.62,3850.38,199,792,1343949,176714,208529,-31815,2371630,144899,781203,26349,26082.87,266.13,26615.12
29-Apr-19,1772,1168,1638271,1374006,26554.39,604,266.28,275.66,-9.38,3841,257,444,264265,185469,211316,-25847,2345783,159622,676560,26369.54,26106.45,263.09,26632.63
30-Apr-19,1612,1333,1981323,1840346,26592.91,279,267.56,275.83,-8.27,3832.73,259,425,140977,181020,207799,-26779,2319004,154241,689824,26391.87,26130.77,261.1,26652.98
1-May-19,1087,1863,784431,2798258,26430.14,-776,163.2,223.24,-60.04,3772.69,103,1304,-2013827,-38465,96718,-135183,2183821,-173647,2530003,26395.7,26145.74,249.96,26645.66
2-May-19,1331,1584,1462552,2219114,26307.79,-253,121.58,199.42,-77.84,3694.85,44,1601,-756562,-110274,54054,-164328,2019493,-274603,3011963,26386.91,26153.84,233.07,26619.98
3-May-19,2283,654,2684769,590615,26504.95,1629,272.32,270.9,1.42,3696.27,274,245,2094154,110168,156059,-45890,1973602,64278,982087,26398.71,26171.4,227.32,26626.03
6-May-19,1220,1680,1157364,1935053,26438.48,-460,199.09,234.36,-35.27,3661,164,869,-777689,21383,109371,-87989,1885614,-66606,1693170,26402.69,26184.75,217.94,26620.63
7-May-19,539,2405,586895,3100618,25965.09,-1866,-7.42,129.34,-136.76,3524.24,-144,2591,-2513723,-232128,-21783,-210345,1675269,-442473,3764420,26358.93,26173.77,185.16,26544.09
8-May-19,1359,1550,1570439,1805637,25967.33,-191,-25.78,113.32,-139.1,3385.14,-165,2617,-235198,-232435,-32454,-199981,1475288,-432416,3567202,26319.77,26163.44,156.33,26476.09
9-May-19,1223,1676,1275841,2276063,25828.36,-453,-68.5,85.01,-153.51,3231.63,-222,2848,-1000222,-309214,-80842,-228371,1246917,-537585,4029839,26270.63,26146.69,123.94,26394.57
10-May-19,1911,1013,1885883,1563225,25942.37,898,28.15,125.66,-97.51,3134.13,-69,1881,322658,-246026,-60667,-185359,1061558,-431386,3275796,26237.8,26136.47,101.33,26339.13
13-May-19,491,2490,345074,3484646,25324.99,-1999,-174.56,19.42,-193.99,2940.14,-369,3511,-3139572,-535381,-214613,-320768,740789,-856149,5559218,26146.52,26095.9,50.62,26197.14
14-May-19,2244,714,2554014,664847,25532.05,1530,-4.11,94.95,-99.06,2841.08,-103,1878,1889167,-292926,-109424,-183503,557287,-476429,3193623,26085.07,26067.71,17.37,26102.44
15-May-19,1940,979,1710874,1262991,25648.02,961,92.4,138.26,-45.85,2795.22,47,964,447883,-218845,-81558,-137287,420000,-356132,2389607,26041.37,26046.72,-5.35,26036.01
16-May-19,2035,905,2147386,1062194,25862.68,1130,196.16,187.84,8.32,2803.54,204,38,1085192,-88442,-23221,-65221,354779,-153662,1150753,26023.5,26037.52,-14.02,26009.48
17-May-19,743,2143,817880,2412395,25764,-1400,36.55,108.45,-71.9,2731.64,-35,1403,-1594515,-239049,-101786,-137263,217516,-376312,2368956,25997.55,26023.85,-26.3,25971.26
20-May-19,973,1919,1209026,1929380,25679.9,-946,-61.71,55.73,-117.44,2614.2,-179,2170,-720354,-287179,-132714,-154465,63050,-441645,2647665,25965.79,26006.65,-40.86,25924.92
21-May-19,2320,607,2559985,557695,25877.33,1713,115.76,138.59,-22.83,2591.37,93,550,2002290,-58232,-25964,-32269,30781,-90501,554874,25956.94,26000.18,-43.24,25913.7
22-May-19,1108,1827,926651,2127648,25776.61,-719,32.29,95.71,-63.43,2527.95,-31,1237,-1200997,-172509,-84715,-87794,-57012,-260302,1495568,25938.91,25989,-50.1,25888.81
23-May-19,667,2268,792222,2991089,25490.47,-1601,-131.04,10.88,-141.92,2386.03,-273,2565,-2198867,-375145,-190423,-184722,-241734,-559866,3134569,25894.06,25964.08,-70.01,25824.05
24-May-19,1968,939,1666171,1071562,25585.69,1029,-15.04,61.78,-76.82,2309.21,-92,1445,594609,-278169,-151171,-126998,-368732,-405167,2134792,25863.23,25945.16,-81.93,25781.29
28-May-19,963,1981,982475,2943945,25347.77,-1018,-115.33,7.79,-123.13,2186.08,-238,2224,-1961470,-446499,-241686,-204813,-573545,-651313,3444950,25811.68,25915.29,-103.61,25708.07
29-May-19,970,1975,1160829,2374621,25126.41,-1005,-204.3,-42.85,-161.45,2024.63,-366,2863,-1213792,-523229,-290292,-232937,-806482,-756166,3902576,25743.15,25875.84,-132.69,25610.46
30-May-19,1554,1385,1391159,1793388,25169.88,169,-166.97,-32.25,-134.72,1889.91,-302,2393,-402229,-511129,-295888,-215240,-1021722,-726369,3578436,25685.83,25840.55,-154.72,25531.11
31-May-19,915,2043,914442,2932635,24815.04,-1128,-263.07,-87.04,-176.03,1713.88,-439,3082,-2018193,-661835,-382004,-279831,-1301554,-941667,4654962,25598.75,25789.27,-190.52,25408.22
3-Jun-19,1936,1041,2864897,1101816,24819.78,895,-147.27,-37.94,-109.33,1604.55,-257,1930,1763081,-419344,-274749,-144594,-1446148,-563938,2327944,25520.85,25740.8,-219.95,25300.9
4-Jun-19,2437,554,3412997,421116,25332.18,1883,55.76,58.11,-2.35,1602.2,53,100,2991881,-78221,-111418,33197,-1412951,-45024,-708961,25501.98,25720.37,-218.38,25283.6
5-Jun-19,1488,1462,1436898,2039157,25539.57,26,52.78,56.5,-3.72,1598.49,49,123,-602259,-130625,-135960,5335,-1407616,-125290,-231992,25505.74,25711.33,-205.58,25300.16
6-Jun-19,1707,1242,2106968,1324532,25720.66,465,94.01,76.93,17.08,1615.56,111,-230,782436,-39319,-90040,50721,-1356894,11403,-1003025,25527.23,25711.79,-184.56,25342.68
7-Jun-19,2189,774,2123459,1031626,25983.94,1415,226.11,143.83,82.27,1697.84,308,-1337,1091833,73796,-30947,104743,-1252152,178539,-1916319,25572.9,25725.4,-152.5,25420.41
10-Jun-19,1782,1165,1820542,1380963,26062.68,617,265.19,167.49,97.71,1795.54,363,-1591,439579,110375,-7420,117795,-1134357,228170,-2127729,25621.88,25742.26,-120.38,25501.5
11-Jun-19,1485,1463,1920508,1322613,26048.51,22,240.88,160.21,80.66,1876.2,322,-1292,597895,159127,22846,136281,-998075,295408,-2430216,25664.54,25757.58,-93.03,25571.51
12-Jun-19,1379,1553,1170919,1851472,26004.83,-174,199.39,143.5,55.88,1932.09,255,-862,-680553,75159,-12324,87483,-910592,162642,-1587021,25698.57,25769.94,-71.37,25627.21
13-Jun-19,2113,838,2371327,749364,26106.77,1275,306.95,200.08,106.87,2038.96,414,-1724,1621963,229839,69390,160449,-750143,390288,-2818696,25739.39,25786.78,-47.39,25692.01
14-Jun-19,1194,1730,1036841,1944301,26089.61,-536,222.65,163.27,59.38,2098.34,282,-906,-907460,116109,20547,95562,-654581,211671,-1699564,25774.41,25801.92,-27.51,25746.91
17-Jun-19,1608,1315,1522820,1232351,26112.53,293,229.69,169.76,59.93,2158.26,290,-909,290469,133545,34044,99502,-555080,233047,-1756987,25808.23,25817.45,-9.23,25799
18-Jun-19,2118,838,2729070,668455,26465.54,1280,334.72,225.27,109.45,2267.71,444,-1745,2060615,326252,135372,190880,-364200,517132,-3300469,25873.96,25849.86,24.1,25898.06
19-Jun-19,1756,1162,1867226,1375501,26504,594,360.65,243.71,116.94,2384.65,478,-1861,491725,342799,153190,189610,-174590,532409,-3259785,25936.96,25882.56,54.4,25991.36
20-Jun-19,2141,810,2974351,836402,26753.17,1331,457.68,298.07,159.61,2544.26,617,-2575,2137949,522314,252428,269887,95297,792201,-4605533,26018.58,25926.09,92.49,26111.07
21-Jun-19,1093,1846,1846586,3167513,26719.13,-753,336.61,245.52,91.09,2635.35,428,-1394,-1320927,337990,173760,164230,259527,502221,-2782385,26088.64,25965.75,122.89,26211.53
24-Jun-19,1150,1805,1080673,1968641,26727.54,-655,237.45,200.49,36.96,2672.31,274,-465,-887968,215394,120674,94721,354248,310115,-1584302,26152.53,26003.84,148.69,26301.22
25-Jun-19,981,1965,912493,2588111,26548.22,-984,115.31,141.27,-25.96,2646.35,89,609,-1675618,26293,30859,-4566,349682,21727,113043,26192.1,26031.05,161.04,26353.14
26-Jun-19,1574,1391,1966554,1512289,26536.82,183,122.08,143.36,-21.28,2625.07,101,526,454265,69090,52029,17061,366743,86151,-255070,26226.57,26056.34,170.23,26396.8
27-Jun-19,2134,836,2129436,995670,26526.58,1298,239.67,201.09,38.58,2663.65,278,-493,1133766,175558,106116,69442,436185,245000,-1143836,26256.57,26079.85,176.72,26433.29
28-Jun-19,2171,801,4089071,1146922,26599.96,1370,352.7,259.53,93.17,2756.82,446,-1418,2942149,452217,247918,204299,640484,656516,-3429469,26290.91,26105.86,185.05,26475.96
1-Jul-19,1728,1220,2169269,1258790,26717.43,508,368.23,271.96,96.28,2853.1,465,-1461,910479,498043,281046,216997,857482,715041,-3624907,26333.56,26136.44,197.12,26530.68
2-Jul-19,1619,1354,1453472,1710593,26786.68,265,357.91,271.61,86.3,2939.4,444,-1282,-257121,422527,254137,168389,1025871,590916,-2776870,26378.87,26168.95,209.92,26588.8
3-Jul-19,2038,869,1212821,468495,26966,1169,439.02,316.48,122.54,3061.94,562,-1889,744326,454707,278647,176060,1201931,630767,-2890430,26437.59,26208.8,228.78,26666.37
5-Jul-19,1429,1512,1374833,978334,26922.12,-83,386.82,296.5,90.31,3152.25,477,-1329,396499,448886,284540,164346,1366277,613232,-2673696,26486.04,26244.47,241.57,26727.61
8-Jul-19,1061,1863,850193,1997209,26806.14,-802,267.93,241.58,26.35,3178.6,294,-233,-1147016,289296,212962,76334,1442611,365630,-1161051,26518.05,26272.55,245.5,26763.55
9-Jul-19,1519,1398,1600764,1368928,26783.49,121,253.24,235.55,17.69,3196.29,271,-83,231836,283550,213905,69644,1512256,353194,-1039692,26544.59,26298.1,246.49,26791.09
10-Jul-19,1834,1107,1900630,1234320,26860.2,727,300.62,260.12,40.49,3236.79,341,-469,666310,321826,236526,85300,1597556,407126,-1298877,26576.15,26326.2,249.95,26826.1
11-Jul-19,1470,1454,1434035,1649348,27088.08,16,272.16,247.92,24.24,3261.02,296,-188,-215313,268112,213934,54178,1651734,322290,-761273,26627.35,26364.3,263.05,26890.4
12-Jul-19,1923,1006,1947356,986950,27332.03,917,336.64,281.37,55.27,3316.29,392,-713,960406,337341,251257,86084,1737818,423425,-1298254,26697.82,26412.68,285.13,26982.95
15-Jul-19,1419,1490,1135022,1716210,27359.16,-71,295.88,263.75,32.12,3348.42,328,-314,-581188,245488,209635,35853,1773671,281342,-435724,26763.95,26460.01,303.94,27067.89
16-Jul-19,1514,1411,1329028,1920155,27335.63,103,276.59,255.71,20.87,3369.29,297,-120,-591127,161827,169597,-7770,1765901,154057,309459,26821.12,26503.79,317.33,27138.45
17-Jul-19,1090,1836,1005859,2185203,27219.85,-746,174.33,205.63,-31.3,3337.99,143,769,-1179344,27710,102150,-74440,1691461,-46730,1442073,26860.99,26539.59,321.4,27182.39
18-Jul-19,1623,1320,1741152,1542607,27222.97,303,187.2,210.5,-23.3,3314.69,164,630,198545,44793,106970,-62176,1629285,-17383,1226145,26897.19,26573.76,323.43,27220.62
19-Jul-19,1259,1667,1313585,1834228,27154.2,-408,127.68,179.57,-51.9,3262.79,76,1114,-520643,-11750,75589,-87339,1541945,-99090,1647698,26922.89,26602.78,320.11,27243
22-Jul-19,1380,1538,1525395,1419728,27171.9,-158,99.11,162.69,-63.59,3199.21,36,1307,105667,-9,77093,-77102,1464844,-77110,1464921,26947.79,26631.24,316.55,27264.34
23-Jul-19,1966,973,2360986,954503,27349.19,993,188.5,204.21,-15.71,3183.5,173,487,1406483,140641,143562,-2922,1461922,137719,196157,26987.93,26667.14,320.79,27308.72
24-Jul-19,2156,815,2435898,943104,27269.97,1341,303.75,261.05,42.7,3226.2,346,-508,1492794,275856,211024,64832,1526754,340688,-955950,27016.13,26697.28,318.86,27334.99
25-Jul-19,794,2148,953377,2668797,27140.98,-1354,137.97,180.3,-42.32,3183.87,96,942,-1715420,76728,114702,-37974,1488780,38755,798225,27028.62,26719.46,309.16,27337.77
26-Jul-19,2003,926,2107795,1078050,27192.45,1077,231.88,225.13,6.74,3190.62,239,104,1029745,172030,160454,11576,1500356,183606,-47914,27045,26743.11,301.89,27346.89
29-Jul-19,1499,1447,1238416,1914281,27221.35,52,213.89,216.48,-2.59,3188.03,211,263,-675865,87240,118638,-31398,1468958,55843,683794,27062.64,26767.02,295.61,27358.25
30-Jul-19,1731,1202,2044102,1539776,27198.02,529,245.4,232.1,13.3,3201.33,259,-7,504326,128949,137922,-8973,1459985,119976,299444,27076.18,26788.57,287.6,27363.78
31-Jul-19,1075,1889,1275389,3348734,26864.27,-814,139.46,179.8,-40.34,3160.99,99,906,-2073345,-91280,27359,-118639,1341346,-209920,2162869,27054.98,26792.36,262.63,27317.61
1-Aug-19,1018,1957,1112484,3632781,26583.42,-939,31.61,123.86,-92.24,3068.75,-61,1784,-2520297,-334182,-100024,-234158,1107187,-568340,4114826,27007.83,26781.91,225.92,27233.74
2-Aug-19,1149,1811,1282530,2550573,26485.01,-662,-37.75,84.56,-122.31,2946.44,-160,2286,-1268043,-427568,-158425,-269143,838044,-696712,4686157,26955.55,26767.07,188.48,27144.03
5-Aug-19,288,2724,384584,4138984,25717.74,-2436,-277.57,-41.46,-236.11,2710.33,-514,4208,-3754400,-760251,-338223,-422028,416016,-1182279,7258278,26831.77,26714.6,117.17,26948.93
6-Aug-19,2053,924,2532649,1541328,26029.52,1129,-136.92,17.06,-153.97,2556.36,-291,2789,991321,-585094,-271746,-313348,102668,-898442,5368515,26751.54,26680.35,71.19,26822.74
7-Aug-19,1360,1588,2038881,2335747,26007.07,-228,-146.02,4.81,-150.83,2405.53,-297,2720,-296866,-556271,-273002,-283269,-180601,-839540,4825841,26677.09,26646.68,30.41,26707.51
8-Aug-19,2463,512,3518494,575350,26378.19,1951,63.68,102.12,-38.44,2367.09,25,794,2943144,-206330,-112195,-94135,-274736,-300465,1582232,26647.2,26633.26,13.95,26661.15
9-Aug-19,981,1946,720173,2553448,26287.44,-965,-39.19,48.76,-87.95,2279.14,-127,1632,-1833275,-369024,-198249,-170775,-445511,-539800,2875707,26611.23,26615.97,-4.74,26606.49
12-Aug-19,904,2040,491995,2332435,25907.37,-1136,-148.87,-10.48,-138.39,2140.75,-287,2481,-1840440,-516166,-280358,-235807,-681318,-751973,3964174,26540.84,26580.54,-39.7,26501.15
13-Aug-19,2135,826,2801713,1051622,26279.91,1309,-3.08,55.5,-58.58,2082.17,-62,1110,1750091,-289540,-178836,-110704,-792023,-400244,1813839,26514.75,26565.51,-50.76,26463.99
14-Aug-19,493,2516,217241,4124645,25479.42,-2023,-205.08,-48.43,-156.65,1925.52,-362,2771,-3907404,-651327,-365264,-286062,-1078085,-937389,4783854,26411.22,26511.2,-99.99,26311.23
15-Aug-19,1567,1384,1539792,2510150,25579.39,183,-166.27,-36.86,-129.41,1796.11,-296,2293,-970358,-683230,-395519,-287711,-1365795,-970940,4783272,26328.03,26464.61,-136.58,26191.45
16-Aug-19,2344,622,3121602,388089,25886.01,1722,22.56,51.09,-28.53,1767.59,-6,565,2733513,-341555,-239067,-102488,-1468283,-444043,1605716,26283.83,26435.68,-151.85,26131.98
19-Aug-19,2225,720,2477168,738935,26135.79,1505,170.8,123.78,47.02,1814.61,218,-723,1738233,-133577,-140202,6626,-1461657,-126951,-259468,26269.03,26420.69,-151.66,26117.37
20-Aug-19,1131,1809,919439,2101036,25962.44,-678,85.92,83.69,2.23,1816.84,88,44,-1181597,-238379,-192272,-46106,-1507764,-284485,637644,26238.37,26397.77,-159.41,26078.96
21-Aug-19,2095,851,2100550,865664,26202.73,1244,201.73,141.71,60.02,1876.86,262,-939,1234886,-91052,-120914,29862,-1477902,-61190,-658432,26234.8,26388.02,-153.22,26081.59
22-Aug-19,1370,1561,1423032,1424376,26252.24,-191,162.46,125.07,37.39,1914.25,200,-548,-1344,-82081,-114936,32854,-1445047,-49227,-706315,26236.55,26381.23,-144.69,26091.86
23-Aug-19,423,2528,415924,3575416,25628.9,-2105,-64.29,13.57,-77.86,1836.39,-142,1415,-3159492,-389822,-267164,-122659,-1567706,-512481,1940696,26175.78,26343.62,-167.83,26007.95
26-Aug-19,1968,972,2048466,792493,25898.83,996,41.74,62.69,-20.95,1815.44,21,440,1255973,-225243,-191007,-34236,-1601942,-259479,425244,26148.09,26321.38,-173.29,25974.8
27-Aug-19,1009,1947,1055238,2442514,25777.9,-938,-56.23,12.66,-68.89,1746.55,-125,1253,-1387276,-341446,-250820,-90626,-1692568,-432072,1380447,26111.07,26294.2,-183.13,25927.93
28-Aug-19,2095,840,2473800,558613,26036.1,1255,74.89,74.77,0.12,1746.67,75,73,1915187,-115783,-142520,26737,-1665831,-89046,-623785,26103.57,26281.3,-177.73,25925.85
29-Aug-19,2295,661,2606802,528249,26362.25,1634,230.8,152.73,78.07,1824.74,309,-1252,2078553,103651,-31466,135117,-1530714,238768,-2463571,26129.44,26285.35,-155.91,25973.53
30-Aug-19,1659,1233,1810593,1159253,26403.28,426,250.32,166.4,83.92,1908.66,334,-1344,651340,158420,2674,155746,-1374969,314165,-2800746,26156.82,26291.24,-134.42,26022.41
3-Sep-19,1135,1820,1077905,2344389,26118.02,-685,156.79,123.83,32.96,1941.62,190,-469,-1266484,15929,-60784,76713,-1298256,92642,-1441619,26152.94,26282.58,-129.64,26023.31
4-Sep-19,2379,565,2730623,380932,26355.47,1814,322.51,208.34,114.17,2055.8,437,-1847,2349691,249305,59740,189566,-1108690,438871,-3352439,26173.2,26286.23,-113.03,26060.17
5-Sep-19,1977,997,2941786,900340,26728.15,980,388.26,246.92,141.34,2197.14,530,-2297,2041446,428520,158825,269694,-838996,698214,-4695672,26228.69,26308.32,-79.63,26149.06
6-Sep-19,1666,1244,1676267,1459759,26797.46,422,391.63,255.67,135.96,2333.1,528,-2192,216508,407318,161709,245609,-593387,652927,-4259252,26285.57,26332.78,-47.21,26238.36
9-Sep-19,1809,1132,2836430,1137199,26835.51,677,420.17,276.74,143.43,2476.53,564,-2305,1699231,536510,238585,297924,-295463,834434,-5124049,26340.56,26357.92,-17.35,26323.21
10-Sep-19,1713,1217,2801211,1520079,26909.43,496,427.75,287.7,140.05,2616.58,568,-2233,1281132,610972,290713,320259,24796,931231,-5473950,26397.45,26385.49,11.96,26409.41
11-Sep-19,2099,828,2810501,944536,27137.04,1271,512.08,336.87,175.21,2791.79,687,-2817,1865965,736471,369475,366996,391792,1103467,-6236449,26471.41,26423.07,48.34,26519.75
12-Sep-19,1497,1436,1724707,2049817,27182.45,61,466.97,323.07,143.9,2935.68,611,-2267,-325110,630313,334746,295567,687359,925880,-4985459,26542.51,26461.04,81.47,26623.99
13-Sep-19,1362,1604,1964174,1639097,27219.52,-242,396.07,294.82,101.25,3036.93,497,-1528,325077,599789,334263,265527,952886,865316,-4445219,26610.21,26498.96,111.25,26721.46
16-Sep-19,1593,1345,2660420,1586991,27076.82,248,381.27,292.48,88.79,3125.72,470,-1306,1073429,647153,371221,275932,1228818,923086,-4595562,26656.87,26527.85,129.02,26785.89
17-Sep-19,1569,1387,1358042,2305102,27110.8,182,361.34,286.96,74.38,3200.1,436,-1052,-947060,487732,305307,182425,1411243,670157,-2978345,26702.27,26557,145.26,26847.53
18-Sep-19,1354,1569,1244525,2155155,27147.08,-215,303.71,261.86,41.85,3241.95,346,-491,-910630,347896,244510,103386,1514629,451282,-1616434,26746.75,26586.51,160.24,26906.99
19-Sep-19,1521,1413,1396191,1831066,27094.79,108,284.13,254.16,29.97,3271.92,314,-285,-434875,269619,210541,59078,1573707,328697,-852862,26781.55,26611.92,169.63,26951.18
20-Sep-19,1506,1410,2739734,3109853,26935.07,96,265.32,246.26,19.06,3290.99,284,-97,-370119,205645,181508,24137,1597844,229782,-252961,26796.9,26628.08,168.83,26965.73
23-Sep-19,1622,1311,1652368,1524906,26949.99,311,269.89,249.49,20.4,3311.38,290,-118,127462,197827,178806,19021,1616865,216848,-163575,26812.21,26644.17,168.04,26980.25
24-Sep-19,913,2029,757263,3110567,26807.77,-1116,131.3,181.22,-49.92,3261.46,81,1080,-2353304,-57286,52200,-109486,1507379,-166773,2022956,26811.77,26652.35,159.42,26971.18
25-Sep-19,1880,1034,2039564,1246894,26970.71,846,202.77,214.46,-11.69,3249.77,191,425,792670,27709,89224,-61514,1445865,-33805,1196481,26827.66,26668.27,159.39,26987.05
26-Sep-19,1279,1666,1085882,2001396,26891.12,-387,143.79,184.39,-40.59,3209.18,103,915,-915514,-66613,38987,-105600,1340265,-172213,1939782,26834.01,26679.41,154.59,26988.6
27-Sep-19,1343,1588,1375331,1992186,26820.25,-245,104.91,162.92,-58,3151.18,47,1207,-616855,-121637,6195,-127832,1212433,-249469,2307168,26832.63,26686.46,146.18,26978.81
30-Sep-19,1682,1243,1715930,1543683,26916.83,439,138.32,176.72,-38.4,3112.78,100,868,172247,-92249,14497,-106746,1105687,-198995,1935926,26841.05,26697.97,143.08,26984.13
1-Oct-19,761,2195,520981,3028299,26573.04,-1434,-18.91,96.18,-115.09,2997.69,-134,2168,-2507318,-333756,-111594,-222162,883525,-555918,3887326,26814.25,26691.73,122.52,26936.77
2-Oct-19,637,2310,606279,3231161,26078.62,-1673,-184.32,7.72,-192.04,2805.64,-376,3465,-2624882,-562868,-237258,-325610,557914,-888479,5623730,26740.69,26661.07,79.62,26820.3
3-Oct-19,1859,1068,2402179,1063799,26201.04,791,-86.79,46.89,-133.68,2671.97,-220,2453,1338380,-372744,-158476,-214267,343647,-587011,3698339,26686.72,26638.07,48.65,26735.38
4-Oct-19,2197,722,2149084,753167,26573.72,1475,69.39,118.29,-48.9,2623.07,20,999,1395917,-195877,-80756,-115121,228526,-310999,1991423,26675.42,26634.85,40.57,26715.99
7-Oct-19,1093,1821,1042218,1917552,26478.02,-728,-10.35,75.98,-86.33,2536.74,-97,1630,-875334,-263823,-120485,-143338,85188,-407161,2459596,26655.68,26627.01,28.67,26684.35
8-Oct-19,737,2204,483869,2856765,26164.04,-1467,-156.01,-1.17,-154.84,2381.89,-311,2786,-2372896,-474730,-233106,-241625,-156437,-716355,4116137,26606.52,26603.86,2.66,26609.17
9-Oct-19,1909,998,1845559,840517,26346.01,911,-49.31,44.44,-93.75,2288.14,-143,1732,1005042,-326753,-171198,-155555,-311992,-482308,2628787,26580.47,26590.97,-10.5,26569.96
10-Oct-19,1819,1106,2215979,962307,26496.67,713,26.92,77.87,-50.95,2237.2,-24,995,1253672,-168711,-99955,-68756,-380747,-237466,1137649,26572.09,26586.25,-14.17,26557.92
11-Oct-19,2268,708,3024267,585201,26816.59,1560,180.23,151.97,28.25,2265.45,208,-357,2439066,92067,26996,65071,-315676,157138,-1144279,26596.54,26597.77,-1.23,26595.3
14-Oct-19,1314,1596,969163,1590627,26787.36,-282,134,130.28,3.73,2269.18,138,63,-621464,20714,-5427,26141,-289536,46855,-475961,26615.62,26607.25,8.37,26623.99
15-Oct-19,1892,1050,2383202,815960,27024.8,842,204.8,165.86,38.94,2308.12,244,-535,1567242,175367,73207,102160,-187376,277527,-1765676,26656.54,26628.13,28.41,26684.95
16-Oct-19,1530,1389,1449321,1680456,27001.98,141,198.42,164.62,33.81,2341.93,232,-444,-231135,134717,57989,76727,-110648,211444,-1323097,26691.08,26646.82,44.26,26735.34
17-Oct-19,1929,987,1994539,979827,27025.88,942,272.78,203.49,69.29,2411.22,342,-1044,1014712,222716,105826,116890,6242,339607,-1998203,26724.56,26665.77,58.79,26783.35
18-Oct-19,1417,1493,1553735,1700629,26770.2,-76,237.9,189.51,48.39,2459.61,286,-682,-146894,185755,93190,92565,98807,278321,-1572988,26729.13,26671,58.13,26787.26
21-Oct-19,1952,998,2190039,1029931,26827.64,954,309.51,227.74,81.78,2541.39,391,-1244,1160108,283190,146536,136655,235462,419845,-2313251,26738.98,26678.83,60.15,26799.13
22-Oct-19,1714,1212,2057482,1412221,26788.1,502,328.76,241.45,87.31,2628.7,416,-1330,645261,319397,171472,147926,383388,467323,-2491189,26743.89,26684.29,59.6,26803.49
23-Oct-19,1846,1078,2278371,1111061,26833.95,768,372.69,267.78,104.91,2733.61,478,-1621,1167310,404189,221264,182925,566313,587114,-3071385,26752.9,26691.77,61.12,26814.02
24-Oct-19,1334,1570,1325183,2281468,26805.53,-236,311.82,242.59,69.23,2802.84,381,-1004,-956285,268141,162386,105755,672068,373896,-1741204,26758.16,26697.46,60.7,26818.86
25-Oct-19,1647,1272,2188522,1145037,26958.06,375,318.14,249.21,68.93,2871.76,387,-991,1043485,345676,206441,139234,811302,484910,-2299779,26778.15,26710.49,67.66,26845.81
28-Oct-19,1588,1350,1872560,1628075,27090.72,238,310.12,248.65,61.47,2933.24,372,-858,244485,335557,208343,127213,938515,462770,-2081494,26809.41,26729.5,79.9,26889.31
29-Oct-19,1544,1382,1876428,1581537,27071.46,162,295.31,244.32,50.99,2984.23,346,-674,294891,331490,212671,118819,1057335,450309,-1926076,26835.61,26746.6,89.01,26924.62
30-Oct-19,1547,1371,1890311,1829416,27186.69,176,283.38,240.9,42.48,3026.71,326,-524,60895,304431,205082,99349,1156683,403779,-1583192,26870.72,26768.61,102.11,26972.83
31-Oct-19,1119,1818,1311416,2753308,27046.23,-699,185.14,193.91,-8.76,3017.94,176,352,-1441892,129798,122733,7065,1163748,136863,-4436,26888.27,26782.49,105.78,26994.05
1-Nov-19,2152,791,3186654,763895,27347.36,1361,302.73,252.26,50.47,3068.41,353,-656,2422759,359094,237735,121360,1285108,480454,-1946741,26934.18,26810.73,123.45,27057.63
4-Nov-19,1796,1127,2854611,1267159,27462.11,669,339.35,273.1,66.26,3134.67,406,-920,1587452,481930,305220,176710,1461818,658640,-2875553,26986.97,26843.3,143.67,27130.65
5-Nov-19,1372,1566,2283198,2109377,27492.63,-194,286.02,249.74,36.28,3170.94,322,-403,173821,451119,298650,152469,1614286,603588,-2445787,27037.54,26875.77,161.77,27199.31
6-Nov-19,1331,1623,1660377,2769086,27492.56,-292,228.22,222.66,5.56,3176.5,234,123,-1108709,295136,228283,66854,1681140,361990,-975087,27083.04,26906.61,176.43,27259.48
7-Nov-19,1363,1583,2304085,1795212,27674.8,-220,183.4,200.52,-17.13,3159.37,166,509,508873,316510,242312,74198,1755338,390708,-1093252,27142.22,26945.02,197.2,27339.42
8-Nov-19,1559,1400,1865145,1593154,27681.24,159,180.96,198.45,-17.49,3141.88,163,513,271991,312058,243796,68262,1823600,380320,-984923,27196.12,26981.83,214.29,27410.41
11-Nov-19,1293,1631,1184885,1824443,27691.49,-338,129.06,171.62,-42.56,3099.32,86,938,-639558,216897,199628,17268,1840869,234165,-111200,27245.66,27017.31,228.35,27474
12-Nov-19,1394,1531,1385247,2049076,27691.49,-137,102.45,156.19,-53.74,3045.58,49,1123,-663829,128824,156455,-27631,1813237,101193,653821,27290.24,27051.02,239.22,27529.46
13-Nov-19,1365,1574,1396490,2177181,27783.59,-209,71.31,137.93,-66.62,2978.96,5,1337,-780691,37872,109598,-71726,1741512,-33853,1400659,27339.57,27087.65,251.93,27591.5
